"gene_list","mutation","precog_metaZ","tot_int","mut_int","network_score"
"IGF2BP1","ORF",0.557,382,328,281.633507853403
"SF3B2","BOTH",0.299,382,328,281.633507853403
"FTSJ3","ORF",-2.275,342,310,280.994152046784
"RIN3","BOTH",0.584,360,318,280.9
"NOP2","BOTH",-1.017,352,314,280.102272727273
"SRC","ORF",-2.01,366,320,279.781420765027
"CTCF","ORF",0.492,364,319,279.563186813187
"EEF1G","ORF",-0.043,366,319,278.035519125683
"MTDH","BOTH",0.123,366,319,278.035519125683
"CS","ORF",-1.206,357,315,277.941176470588
"ZBTB2","ORF",-0.152,357,315,277.941176470588
"PSMD2","ORF",0.772,342,308,277.380116959064
"MYBBP1A","BOTH",-0.814,384,326,276.760416666667
"ACTG1","ORF",-0.691,370,320,276.756756756757
"LIMA1","BOTH",-0.555,361,316,276.609418282548
"CSK","ORF",0.1,315,295,276.269841269841
"GRWD1","ORF",-0.337,346,309,275.956647398844
"NEK4","BOTH",2.024,346,309,275.956647398844
"GTPBP4","ORF",-0.094,333,303,275.702702702703
"THRAP3","BOTH",-1.252,367,318,275.542234332425
"FBXO7","NON_ORF",-0.708,358,314,275.40782122905
"BRD3","ORF",1.334,341,306,274.592375366569
"SF3B3","BOTH",1.041,373,320,274.530831099196
"TRAP1","ORF",0.787,362,315,274.102209944751
"LOXL2","BOTH",-1.531,344,307,273.979651162791
"SOD1","ORF",2.977,331,301,273.719033232628
"DSP","ORF",0.255,349,309,273.58452722063
"IPO5","BOTH",-1.127,349,309,273.58452722063
"PDIA3","BOTH",-2.169,379,322,273.572559366755
"GSK3A","ORF",-0.133,336,303,273.241071428571
"AKAP1","BOTH",-0.41,357,312,272.672268907563
"LAMP3","BOTH",1.487,339,304,272.613569321534
"CDC73","ORF",-0.844,318,294,271.811320754717
"PRPF19","ORF",-0.375,361,313,271.382271468144
"LCK","ORF",2.294,323,296,271.256965944272
"ARRB2","BOTH",2.741,332,300,271.084337349398
"USP9X","BOTH",1.163,330,299,270.912121212121
"RNF123","BOTH",-1.242,348,307,270.830459770115
"CTTN","ORF",0.882,346,306,270.624277456647
"SF3A1","BOTH",-1.744,351,308,270.267806267806
"SPTAN1","BOTH",0.65,379,320,270.184696569921
"TRIM31","BOTH",0.781,372,317,270.131720430108
"RELA","BOTH",3.979,317,292,268.971608832808
"MDC1","ORF",0.065,335,300,268.65671641791
"HMGB1","NON_ORF",-1.04,367,314,268.653950953678
"NDN","ORF",-0.904,325,295,267.769230769231
"SMARCA4","BOTH",1.823,330,297,267.3
"TRAF2","ORF",1.629,331,297,266.492447129909
"ACACA","BOTH",1.711,331,297,266.492447129909
"WDR76","BOTH",1.003,323,293,265.786377708978
"MCM5","BOTH",1.367,369,313,265.49864498645
"EPRS","ORF",-1.359,363,310,264.738292011019
"SLC25A5","ORF",0.549,361,309,264.490304709141
"CAD","BOTH",0.988,361,309,264.490304709141
"PRPF40A","BOTH",0.263,324,292,263.160493827161
"NTRK3","BOTH",-5.628,298,280,263.087248322148
"PRKCZ","BOTH",-2.491,311,286,263.009646302251
"SURF6","BOTH",-0.415,327,293,262.535168195719
"RPS5","ORF",0.002,369,310,260.433604336043
"MAPK6","ORF",1.337,323,290,260.371517027864
"DDX17","BOTH",0.381,348,301,260.347701149425
"NEDD4","BOTH",-0.493,321,289,260.190031152648
"SMC1A","BOTH",-1.242,326,291,259.757668711656
"DBN1","ORF",2.836,331,293,259.36253776435
"HDAC5","BOTH",0.541,296,277,259.219594594595
"EIF4G1","NON_ORF",0.363,364,307,258.925824175824
"KRT8","BOTH",-1.327,316,286,258.848101265823
"IMMT","NON_ORF",4.157,374,311,258.612299465241
"RANBP9","BOTH",-0.554,324,289,257.780864197531
"HADHB","BOTH",0.487,354,302,257.638418079096
"GATA4","ORF",0.239,309,282,257.359223300971
"SEC16A","BOTH",-1.921,350,300,257.142857142857
"FXR2","ORF",-1.975,340,295,255.955882352941
"ABCE1","ORF",-0.057,313,283,255.875399361022
"PSMD3","ORF",0.815,320,286,255.6125
"PLEC","BOTH",-1.296,309,281,255.537216828479
"MAPK1","BOTH",2.084,318,285,255.424528301887
"RNPS1","ORF",1.244,310,281,254.712903225806
"HERC2","BOTH",-1.236,319,285,254.623824451411
"GRM2","ORF",0.528,317,284,254.435331230284
"DCPS","BOTH",0.131,313,282,254.070287539936
"PDIA4","BOTH",0.078,371,307,254.040431266846
