"gene_list","mutation","precog_metaZ","tot_int","mut_int","network_score"
"ST6GALNAC3","BOTH",2.098,24,22,20.1666666666667
"STAC","BOTH",-2.268,24,22,20.1666666666667
"SQLE","ORF",6.29,31,25,20.1612903225806
"EFS","BOTH",-4.098,22,21,20.0454545454545
"FAM122A","ORF",-2.391,22,21,20.0454545454545
"RAP2B","ORF",6.301,22,21,20.0454545454545
"TMEM79","ORF",-2.044,34,26,19.8823529411765
"TMEM222","ORF",-2.612,34,26,19.8823529411765
"FOSB","BOTH",-5.05,29,24,19.8620689655172
"BAK1","ORF",4.376,29,24,19.8620689655172
"LPAR3","ORF",-3.268,40,28,19.6
"DNAH2","BOTH",2.079,27,23,19.5925925925926
"P4HTM","BOTH",-1.971,27,23,19.5925925925926
"ALDH1A2","BOTH",-7.215,30,24,19.2
"CNTN1","ORF",-2.59,30,24,19.2
